2.956709e-01,2.569721e-01,5.462274e-01,6.862745e-01,4.285569e-02,5.757294e-02,2.654222e-02,6.100970e-02,2.105695e-01
1.484551e-01,6.095618e-01,1.477152e-01,6.862745e-01,1.269139e-02,1.893234e-02,1.356540e-02,1.924026e-02,5.517855e-02
5.237112e-01,6.085657e-01,1.689692e-01,8.627451e-01,5.514014e-02,6.207325e-02,2.914880e-02,6.462753e-02,3.580778e-01
1.000000e+00,6.005976e-01,1.615303e-01,1.000000e+00,2.495040e-02,3.801986e-02,1.611592e-02,3.338267e-02,3.613329e-01
9.913382e-01,1.633466e-01,5.674814e-01,3.921569e-01,7.230785e-02,8.550590e-02,1.670450e-02,4.094721e-02,2.629343e-01
2.053620e-01,4.770916e-01,5.047821e-01,2.549020e-01,6.076097e-02,6.983240e-02,2.228201e-02,5.048512e-02,1.787906e-01
9.437095e-01,5.926295e-01,1.424017e-01,8.039216e-01,3.850654e-02,5.276226e-02,1.768547e-02,5.360960e-02,3.955601e-01
3.204131e-01,5.956175e-01,1.764081e-01,6.274510e-01,3.652271e-02,4.779640e-02,3.853808e-02,5.015622e-02,1.649494e-01
4.251549e-01,5.079681e-01,1.838470e-01,8.823529e-01,1.721858e-02,2.451893e-02,1.062250e-02,2.335142e-02,2.069006e-01
2.010322e-01,2.898406e-01,5.526036e-01,4.705882e-01,1.154687e-02,1.784606e-02,1.028616e-02,1.726690e-02,1.815147e-01
1.356716e-01,2.749004e-01,7.662062e-01,3.725490e-01,2.304288e-02,3.181254e-02,1.339724e-02,3.453379e-02,1.172467e-01
2.913411e-01,6.404382e-01,1.285866e-01,4.313725e-01,2.266138e-02,3.445065e-02,3.211973e-02,3.535603e-02,1.478807e-01
2.389701e-01,2.958167e-01,6.386823e-01,4.901961e-01,3.891347e-02,4.081316e-02,2.180554e-02,4.670284e-02,2.892719e-01
4.812372e-01,5.766932e-01,1.795962e-01,6.862745e-01,8.171830e-02,8.193669e-02,4.784327e-02,8.847229e-02,3.456987e-01
3.323718e-01,1.683267e-01,6.312434e-01,3.921569e-01,5.249504e-02,6.083178e-02,2.567337e-02,6.479198e-02,1.908319e-01
2.313413e-01,6.404382e-01,1.562168e-01,6.666667e-01,7.764891e-02,9.823091e-02,1.046834e-01,1.009702e-01,1.982800e-01
2.610319e-01,6.165339e-01,1.583422e-01,7.843137e-01,3.497126e-02,4.531347e-02,3.192354e-02,4.456504e-02,1.843078e-01
7.393805e-01,2.111554e-01,5.642933e-01,1.000000e+00,7.116333e-02,6.362508e-02,2.965330e-02,6.610755e-02,4.029944e-01
1.000000e+00,5.786853e-01,1.849097e-01,1.764706e-01,1.948980e-01,1.548727e-01,9.848931e-02,1.639533e-01,7.158936e-01
2.268053e-01,6.145418e-01,1.572795e-01,6.274510e-01,2.110992e-02,3.491620e-02,2.757925e-02,3.601381e-02,1.791217e-01
3.606191e-01,6.394422e-01,1.381509e-01,4.313725e-01,7.294369e-02,1.011794e-01,4.700244e-02,9.817464e-02,1.882871e-01
5.381442e-01,7.121514e-01,2.656748e-02,5.882353e-01,8.685589e-02,8.255742e-02,3.481039e-02,8.732116e-02,2.950925e-01
6.979373e-01,6.274900e-01,1.317747e-01,4.705882e-01,7.909863e-02,6.734947e-02,3.069032e-02,6.577865e-02,3.793120e-01
