8.989899e-01,7.588076e-03,1.043478e-02,1.673127e-01,5.120482e-02,2.000367e-02,1.093439e-01,1.645400e-01,1.016260e-01,9.707104e-03,3.543586e-04,1.281323e-01,4.563654e-01
9.292929e-01,1.084011e-03,1.739130e-03,1.893572e-01,1.336596e-02,1.211231e-02,9.940358e-03,3.357958e-03,4.456511e-02,1.390181e-02,5.669738e-04,2.054795e-02,4.385809e-01
8.686869e-01,6.504065e-03,0.000000e+00,3.267926e-01,4.951054e-02,3.817214e-02,3.976143e-02,6.715917e-02,2.196312e-02,5.746101e-02,1.063076e-04,2.973605e-02,4.773632e-01
9.090909e-01,5.420054e-04,0.000000e+00,9.205426e-02,1.656627e-02,4.587998e-03,1.988072e-02,3.357958e-03,1.412643e-01,6.781196e-03,3.543586e-04,1.695623e-02,7.761692e-01
6.767677e-01,9.214092e-03,6.956522e-03,3.001453e-01,6.306476e-02,2.514223e-02,4.174950e-01,3.593015e-01,5.505763e-02,2.653094e-02,2.126152e-04,2.781490e-02,4.850665e-01
9.797980e-01,0.000000e+00,0.000000e+00,1.461563e-02,5.082831e-03,5.689117e-03,9.940358e-03,3.357958e-03,1.618527e-03,7.438928e-03,0.000000e+00,7.684597e-03,7.754180e-01
8.888889e-01,3.794038e-03,6.956522e-03,6.516473e-02,1.995482e-02,2.312351e-02,1.491054e-01,7.723304e-02,4.120772e-02,5.256191e-02,2.126152e-04,2.393919e-01,7.746271e-01
0.000000e+00,3.794038e-03,8.695652e-03,1.023094e-01,5.478163e-02,2.147183e-02,9.940358e-03,3.357958e-03,3.539262e-01,4.115748e-01,6.679660e-01,2.589375e-03,5.349536e-06
9.494949e-01,7.588076e-03,1.391304e-02,1.192668e-01,2.729669e-02,1.229583e-02,3.976143e-02,1.343183e-02,1.284784e-01,1.402264e-01,1.204819e-03,2.152523e-01,6.912484e-01
8.383838e-01,2.168022e-03,1.739130e-03,4.266796e-01,4.122741e-02,4.184254e-02,5.964215e-02,6.044325e-02,5.899331e-02,2.161467e-01,8.504607e-04,1.261276e-02,6.174127e-01
9.191919e-01,1.084011e-03,0.000000e+00,2.251292e-01,3.633283e-02,3.009727e-02,3.976143e-02,4.029550e-02,1.290329e-01,7.728186e-02,0.000000e+00,4.001002e-02,4.990137e-01
9.191919e-01,2.168022e-02,9.913043e-02,1.898417e-01,1.317771e-02,1.082767e-02,9.940358e-03,3.357958e-03,2.780273e-03,1.495452e-02,2.126152e-04,5.880388e-02,4.313474e-01
7.070707e-01,7.588076e-03,1.391304e-02,3.094315e-01,6.231175e-02,3.303358e-02,2.882704e-01,2.451310e-01,9.536287e-02,9.207361e-02,0.000000e+00,1.612095e-02,4.921373e-01
9.494949e-01,1.463415e-02,7.478261e-02,6.871770e-02,1.543675e-02,1.633327e-02,1.988072e-02,6.715917e-03,2.990851e-03,7.730574e-03,0.000000e+00,1.719011e-01,4.773244e-01
9.595960e-01,1.029810e-02,4.695652e-02,1.042474e-01,6.400602e-03,5.138558e-03,9.940358e-03,3.357958e-03,9.453481e-03,1.046983e-02,0.000000e+00,1.060809e-02,4.522712e-01
9.090909e-01,2.710027e-03,3.478261e-03,3.871124e-01,6.155873e-02,4.771518e-02,1.988072e-02,3.022163e-02,6.094117e-03,3.421096e-02,4.252303e-04,2.480789e-01,7.312469e-01
8.585859e-01,3.685637e-02,6.956522e-02,9.318475e-02,3.595633e-02,2.128831e-02,9.940358e-02,5.708529e-02,1.001991e-01,6.398389e-02,5.669738e-04,2.881724e-01,8.127520e-01
8.585859e-01,2.981030e-02,1.217391e-01,1.722384e-01,7.210090e-02,4.698110e-02,2.982107e-02,4.365346e-02,8.646949e-02,8.258149e-02,9.922041e-04,2.200134e-01,6.898860e-01
9.595960e-01,0.000000e+00,0.000000e+00,9.593023e-02,1.826054e-02,6.973757e-03,9.940358e-03,3.357958e-03,1.368619e-01,5.336852e-03,1.063076e-03,1.028233e-01,7.636396e-01
8.686869e-01,4.336043e-03,0.000000e+00,2.298934e-01,7.586596e-02,6.680125e-02,1.789264e-01,5.036938e-02,1.006400e-01,1.089497e-01,6.378455e-04,4.161377e-01,7.453799e-01
8.686869e-01,1.680217e-02,7.130435e-02,4.195736e-01,4.122741e-02,3.119839e-02,9.940358e-03,3.357958e-03,2.288698e-02,4.122825e-02,3.543586e-04,2.639492e-02,4.729744e-01
9.696970e-01,1.355014e-02,6.608696e-02,5.345607e-02,2.089608e-02,7.524316e-03,9.940358e-03,3.357958e-03,2.109350e-03,1.314853e-02,7.087172e-05,5.320748e-02,7.748536e-01
8.686869e-01,1.626016e-03,0.000000e+00,2.776970e-01,3.106175e-02,2.532575e-02,9.940358e-02,6.380121e-02,2.354761e-02,2.117353e-02,1.275691e-03,4.602406e-02,4.524437e-01
7.878788e-01,1.626016e-02,1.739130e-03,1.792636e-01,3.200301e-02,1.908607e-02,3.280318e-01,3.190060e-01,1.841060e-02,2.323228e-02,4.606662e-04,1.445038e-02,4.875050e-01
8.383838e-01,3.794038e-03,0.000000e+00,3.181525e-01,4.800452e-02,4.349422e-02,3.976143e-02,1.343183e-02,1.070033e-01,1.028262e-01,9.922041e-04,6.682259e-03,6.812898e-01
9.898990e-01,5.420054e-04,0.000000e+00,7.186693e-03,1.882530e-03,3.119839e-03,1.988072e-02,6.715917e-03,6.887349e-05,6.225123e-03,0.000000e+00,4.903107e-01,8.309524e-01
9.090909e-01,2.168022e-03,5.217391e-03,2.178618e-01,5.986446e-02,3.119839e-02,5.964215e-02,4.717931e-02,1.227136e-02,1.400958e-02,5.669738e-04,6.932843e-03,4.728981e-01
8.383838e-01,3.794038e-03,0.000000e+00,3.481912e-01,6.457078e-02,7.047165e-02,2.286282e-01,2.686367e-02,4.667248e-02,1.233581e-02,1.417434e-03,1.712329e-01,7.663773e-01
9.595960e-01,1.029810e-02,4.695652e-02,1.576227e-01,1.581325e-02,1.816847e-02,9.940358e-03,3.357958e-03,3.475064e-02,4.895771e-03,4.252303e-04,5.304043e-02,7.698438e-01
8.383838e-01,2.710027e-03,0.000000e+00,1.879037e-01,3.407380e-02,2.789503e-02,4.970179e-02,2.014775e-02,1.018346e-01,1.409269e-01,0.000000e+00,1.528567e-02,4.692221e-01
7.676768e-01,3.794038e-03,0.000000e+00,3.460110e-01,1.404367e-01,1.159846e-01,2.390656e-01,6.061115e-02,2.691905e-01,2.134213e-01,1.630050e-03,4.051119e-02,4.526898e-01
8.282828e-01,2.384824e-02,9.739130e-02,4.643088e-02,1.524849e-02,1.064415e-02,9.940358e-02,3.357958e-02,7.740193e-02,2.058690e-02,5.669738e-04,8.912462e-02,7.975067e-01
9.393939e-01,2.710027e-03,0.000000e+00,1.438953e-01,1.901355e-02,1.449807e-02,2.982107e-02,1.007388e-02,3.937981e-02,1.698104e-02,1.771793e-04,1.804210e-02,4.822108e-01
9.595960e-01,5.420054e-04,0.000000e+00,6.258075e-02,1.261295e-02,3.285006e-02,9.940358e-03,3.357958e-03,1.190482e-02,2.895077e-02,6.378455e-04,7.634480e-02,7.651161e-01
9.494949e-01,6.504065e-03,1.913043e-02,1.002907e-01,2.164910e-02,1.945311e-02,9.940358e-03,3.357958e-03,9.155979e-02,4.614846e-02,5.669738e-04,7.692950e-02,4.844233e-01
8.080808e-01,1.355014e-02,5.913043e-02,2.360304e-01,6.005271e-02,2.716095e-02,1.988072e-02,6.715917e-03,1.487113e-01,2.178460e-02,9.213324e-04,6.515202e-03,7.693320e-01
8.383838e-01,2.168022e-03,3.478261e-03,2.432978e-01,3.426205e-02,3.376766e-02,4.970179e-02,2.014775e-02,4.957704e-02,2.461274e-01,4.961021e-04,2.547611e-02,6.146265e-01
