1,4,1.176471e-01,4,5.494505e-02,5,5,2,2,1,3.392857e-01,3,2,1,2,1,0,0,1,0,0,1,0,0,1
1,3,4.705882e-01,2,2.032967e-01,1,3,3,2,1,7.142857e-02,3,1,1,2,1,0,0,1,0,0,1,0,0,1
1,4,3.823529e-01,4,3.571429e-01,5,4,3,3,2,3.035714e-01,3,2,1,1,1,0,0,1,0,0,1,0,0,1
2,1,2.941176e-01,3,2.582418e-01,1,3,3,4,4,6.071429e-01,3,2,2,1,1,1,0,1,0,0,0,0,0,1
2,1,2.058824e-01,2,3.296703e-02,1,1,2,1,1,1.428571e-01,3,1,1,1,1,0,0,1,0,0,1,1,0,0
2,2,2.941176e-01,2,2.142857e-01,3,2,2,4,3,1.607143e-01,3,1,1,1,1,0,1,1,0,1,0,0,0,1
1,2,6.470588e-01,2,2.087912e-01,5,4,3,1,3,3.928571e-01,3,2,2,2,1,0,0,1,0,0,1,0,0,1
1,1,2.058824e-01,4,9.340659e-02,1,4,4,1,2,2.321429e-01,3,2,1,2,1,0,0,1,0,0,1,0,0,0
1,1,1.617647e-01,2,6.593407e-02,1,3,2,4,3,1.607143e-01,3,1,1,1,1,1,0,1,0,1,0,0,0,1
2,1,1.176471e-01,2,3.846154e-02,1,4,4,4,2,3.571429e-02,3,1,1,1,1,0,0,1,0,1,0,0,0,1
2,4,4.705882e-01,2,8.791209e-02,1,3,3,4,4,3.214286e-01,2,1,1,2,1,0,0,1,0,0,0,0,0,1
1,4,1.176471e-01,2,7.692308e-02,1,3,3,2,1,5.535714e-01,3,1,1,1,1,0,0,1,0,0,1,0,0,1
2,2,3.823529e-01,2,1.758242e-01,2,3,2,4,3,3.571429e-02,3,1,1,1,1,0,0,0,1,1,0,0,0,1
2,1,6.470588e-01,2,2.252747e-01,1,2,2,4,2,8.928571e-02,3,1,1,1,1,0,0,1,0,1,0,0,0,1
1,2,7.352941e-02,4,5.494505e-02,1,5,3,4,1,3.214286e-01,3,3,1,1,1,0,0,1,0,0,1,0,1,0
1,2,2.941176e-01,2,2.307692e-01,5,3,2,4,2,5.178571e-01,3,1,1,2,1,0,0,1,0,0,1,0,1,0
1,4,2.941176e-01,2,5.494505e-02,1,2,4,2,1,1.607143e-01,3,1,1,1,1,1,0,1,0,0,1,0,0,1
2,2,3.823529e-01,4,2.197802e-01,1,1,4,2,3,1.607143e-01,3,2,1,1,1,1,0,1,0,0,1,0,0,0
2,4,8.823529e-02,2,1.098901e-01,1,3,3,2,1,1.071429e-01,1,1,1,1,1,0,0,1,0,1,0,0,1,0
1,4,6.470588e-01,3,6.868132e-01,3,4,3,1,3,3.214286e-01,3,1,1,2,1,0,0,1,0,0,1,0,0,0
2,4,8.823529e-02,2,6.043956e-02,5,3,3,4,2,1.428571e-01,3,1,1,1,1,1,0,0,0,0,1,0,1,0
1,4,8.235294e-01,2,5.604396e-01,1,5,3,4,2,4.107143e-01,3,1,1,2,1,1,0,1,0,0,1,0,0,0
1,4,8.235294e-01,4,7.472527e-01,5,5,3,4,4,7.857143e-01,1,1,1,2,1,1,0,1,0,0,0,0,0,0
1,4,1.176471e-01,2,3.296703e-02,1,3,4,2,1,1.607143e-01,3,1,1,1,1,0,0,1,0,0,1,0,0,1
1,1,1.029412e-01,4,2.032967e-01,1,3,3,2,1,3.035714e-01,3,2,2,1,1,1,0,1,0,1,0,0,0,1
2,4,2.500000e-01,4,6.868132e-01,5,5,3,4,4,1.964286e-01,3,1,1,2,1,1,0,1,0,0,0,0,0,0
2,2,4.705882e-01,0,1.978022e-01,1,3,2,1,3,4.107143e-01,3,1,1,2,1,0,0,1,0,0,1,0,0,1
1,2,2.941176e-01,4,2.032967e-01,2,2,1,2,3,3.214286e-01,3,1,1,2,1,1,0,1,0,0,1,0,0,1
1,2,1.029412e-01,4,6.043956e-02,4,3,2,4,3,3.750000e-01,3,2,1,1,1,1,0,1,0,0,1,0,0,1
1,2,2.941176e-01,4,3.021978e-01,1,2,2,4,4,8.928571e-02,3,2,1,2,1,0,0,1,0,0,0,0,0,1
1,4,4.264706e-01,3,1.428571e-01,1,3,2,2,3,1.250000e-01,3,2,1,2,1,0,0,1,0,0,1,0,0,1
1,2,2.941176e-01,3,9.890110e-02,5,3,2,4,3,4.107143e-01,3,2,1,2,1,1,0,1,0,1,0,0,0,1
1,1,3.823529e-01,2,1.868132e-01,4,5,2,4,2,6.785714e-01,3,2,1,2,1,0,0,1,0,1,0,0,0,1
1,2,4.705882e-01,2,3.681319e-01,1,3,3,2,3,2.857143e-01,3,1,1,2,1,0,1,1,0,1,0,0,0,0
1,1,8.823529e-02,4,4.395604e-02,1,4,3,3,2,5.357143e-01,3,2,1,2,1,1,0,0,1,0,1,0,0,1
1,1,2.058824e-01,0,1.593407e-01,1,4,3,1,2,2.142857e-01,1,1,1,2,1,0,0,1,0,0,1,0,0,1
1,4,2.941176e-01,2,1.593407e-01,3,5,3,3,4,2.321429e-01,3,1,1,2,1,0,0,1,0,1,0,0,0,1
1,3,1.176471e-01,2,1.538462e-01,1,3,4,1,3,8.928571e-02,3,1,1,1,1,0,0,1,0,0,1,0,0,1
1,1,3.382353e-01,4,1.208791e-01,1,5,3,4,3,4.285714e-01,2,4,2,2,1,0,0,1,0,0,1,0,0,0
2,1,6.470588e-01,2,4.175824e-01,1,5,3,4,4,4.107143e-01,1,1,1,1,1,1,0,1,0,0,0,0,0,0
1,1,4.705882e-01,2,1.648352e-01,1,4,3,4,4,3.571429e-01,1,1,2,2,1,1,0,1,0,0,0,0,0,0
2,1,2.941176e-01,2,6.043956e-02,2,3,2,2,3,2.321429e-01,3,1,1,1,1,0,0,1,0,0,1,0,1,0
1,4,2.941176e-01,2,4.395604e-02,5,5,3,2,3,1.071429e-01,3,2,1,1,1,0,0,1,0,0,1,0,0,1
2,4,4.705882e-01,4,4.230769e-01,1,3,2,2,1,1.071429e-01,2,2,1,2,1,1,0,1,0,0,1,0,0,1
1,4,2.941176e-02,2,8.791209e-02,1,3,4,2,2,3.571429e-02,3,1,1,1,1,0,0,1,0,1,0,0,0,1
1,4,2.941176e-01,2,1.978022e-01,1,5,2,4,4,7.678571e-01,3,1,1,2,1,1,0,0,1,0,0,0,0,1
1,3,1.176471e-01,2,1.153846e-01,1,3,2,2,3,4.821429e-01,3,1,1,1,1,0,0,1,0,0,1,0,1,0
1,3,2.941176e-02,3,2.747253e-02,1,2,2,1,2,1.785714e-01,1,1,1,1,1,0,0,1,0,0,1,0,0,1
2,1,2.941176e-02,2,1.098901e-02,1,2,2,4,2,7.142857e-02,3,1,1,1,1,0,0,1,0,0,1,0,0,1
1,4,4.705882e-01,4,3.351648e-01,5,5,3,4,1,3.035714e-01,3,2,1,1,1,0,0,1,0,0,1,0,0,1
1,4,1.176471e-01,2,1.593407e-01,1,3,3,4,3,5.892857e-01,3,1,1,2,1,0,0,1,0,0,1,0,0,1
1,3,1.176471e-01,3,1.098901e-01,1,3,2,2,3,3.035714e-01,2,2,1,2,1,1,0,1,0,0,1,0,0,1
1,2,7.352941e-02,2,4.945055e-02,1,5,3,4,3,1.428571e-01,3,2,1,1,1,0,0,1,0,0,1,0,1,0
